date,title,cPOS
2019.08.08,"{""'미스트롯' 장하온, 기아VS한화전 시구…태극기 새긴 특별 글러브 제작"", 'KIA 젊은 불펜 다시 잘나가는 이유? ""올스타 꿀맛 재충전\'', '8회말 4득점 KIA, 꼴찌 한화에 짜릿한 뒤집기(종합)', '광주 KIA-한화전, 경기 시작 12분 만에 우천 중단', ""'터커 8회 결승타' KIA, 한화에 역전승…단독 7위"", '기아타이거즈 LG에 5실점 후, 10-5로 역전승', '프로야구 순위, KIA 타이거즈 7위...8일 프로야구 경기 결과', 'KIA 김기훈 힘겹게 따낸 선발승, 로테이션 잔류 가능성은', ""고영창 '데뷔 첫승'…KIA, 한화에 5-2 승"", ""'직구 최고 142km' KIA 김기훈, 구속이 떨어진 이유는?"", 'KIA 핫서머 페스티벌....수영장&외야 모래밭 인기', '‘KIA 원투펀치, 최다실점 1·2위’ 한화 외인 합작 19패 최다', ""KIA 또 역전승… 고영창 프로 데뷔 후 '첫 승'"", 'KIA 김기훈 1회 징크스? 김광현 양현종도 거친 과정', '\'신흥 해결사\' KIA 유민상 ""좌투수 상대 홈런 치겠다""', '트롯가수 장하온, 8일 기아타이거즈-한화이글스 프로야구 경기서 시구', ""'유민상 5번' KIA, 한화전도 '역전승 라인업' 가동"", '[스포츠타임 현장] ""후유증 없어요"" 박찬호 센스로 시작된 KIA 역전극', '장하온, 오늘(8일) 기아-한화전 시구 출격 “영광스러운 자리”', '터커, 알토란 맹활약... KIA, LG 트윈스에 10-5 승', 'KIA 박흥식 감독대행 ""불펜 무실점+8회 집중력으로 역전승""', 'KIA타이거즈 유민상 선수, 밝은안과21병원 7월 MVP 수상', ""'8회 빅이닝' KIA, 한화에 5-2 역전승""}",1
2019.08.09,"{'장민재, KIA전 5이닝 4자책점… 8번째 7승 실패', '[프리뷰]KIA상승세 임기영이 잇는다', '[스포츠타임 현장] KIA는 김주찬 제외, 한화는 김태균 복귀', ""'터커 3타점' KIA, 한화 꺾고 3연승 행진…LG도 승리"", ""'배려 속 부활 도전' 터너, KIA 고민 지우지 못했다"", '‘엄격한 기본’ KIA 양현종 “170이닝은 던져야죠”', 'KIA 유민상, 밝은안과21병원 7월 MVP 수상', ""'타선 폭발' KIA, 한화 꺾고 3연승 질주"", '8회 4득점 KIA, 한화에 짜릿한 뒤집기…단독 7위로', '경찰청 김호령 와도 자리 없는 KIA, 리빌딩은 탄탄대로 진행'}",1
2019.08.10,"{'프로야구 순위, KIA 양현종 13승...기아 양현종, 키움 이정후', '‘4연승’ KIA 박흥식 감독대행 “양현종·불펜, 제몫 해줬다”', '‘4연승’ KIA, 오승환 복귀날 ‘삼성 4연패’ 빠뜨렸다', ""'양현종 호투' KIA, 삼성 꺾고 4연승…키움, 두산 제압(종합)"", ""[야구전광판] '6회 6득점' KIA, 한화 꺾고 3연승…KT-삼성 3연패"", ""KIA 양현종, 마침내 품은 '라팍 첫 승'... 악몽 부쉈다 [★분석]"", 'KIA타이거즈 거침없는 질주, 4연승', '[포토]KIA, 오늘도 이겼다', '‘6이닝 1실점’ KIA 양현종, 윤성환에 판정승…13승 요건', '[스포츠타임 현장] 역전승·빅 이닝… KIA의 뒷심 3연승 공식', '[엠스플 이슈] ‘불방망이’ KIA와 ‘더위 먹은’ 삼성 타선, ‘대프리카’에...', ""[SC현장속보]KIA 에이스 양현종 '라팍 저주' 풀었다, 삼성전 6이닝 1실점 호투"", ""[SC핫포커스]KIA 양현종 '라팍 쇼크' 탈출할 절호의 기회, 완봉승 후유증 없다"", '[포토]KIA, 삼성 원정 첫날 기분좋은 승리', '[SC현장속보]KIA 이창진 8회 쐐기 투런포, 시즌 4호 46일 만에 터졌다', ""[SC핫포커스]'히트상품' 박찬호-'스마일맨' 유민상-'우타거포' 이우성, KIA 타..."", '‘한화, 6패 당하면 5할 못한다’ KIA 26승, 롯데 31승땐 5할', '[스포츠타임 톡] KIA 박찬호 목표는 40도루 ""도루왕 하고 싶어요""', '‘라팍 첫 승’ KIA 양현종 “대구 경기 두려웠지만…”', '[포토S] 승리 인사하는 KIA 박찬호', 'KIA 양현종의 역투'}",1
2019.08.11,"{'돌아온 4번 타자 러프 역전포…삼성, KIA 잡고 4연패 탈출', 'KIA 역전극 힘 보태는 철옹성 불펜진', ""[SC현장속보]KIA 윌랜드 'LG전 2이닝 9실점' 분위기 반전 성공, 삼성전 5이닝..."", ""[SC핫포커스]'박흥식 감독대행 엄지 척' KIA 젊은 불펜, 전반기 먹은 보약 효..."", '4연승 이끈 KIA 박찬호의 투지와 명품수비', ""'러프 역전 쓰리런' 삼성, KIA에 5대4 역전승"", 'AGAIN 2018?, 기적의 8·9월 반등 노리는 KIA', '[SC현장속보]삼성의 미래 김윤수 4회 못 버텼다, KIA전 3⅔이닝 2실점', ""KIA 연승행진 '4'에서 정지"", '""그가 웃으면 이긴다"" KIA 유민상, 후반기 선발경기 모두 승리 [오!쎈人]', ""[야구전광판] '강백호 역전 스리런' KT 3연패 탈출, KIA는 4연승"", ""'김기훈' KIA는 2회까지 0 5로 끌려가다 ...""}",1
2019.08.12,"{""KIA 양현종, 통산 1500탈삼진 눈앞..KBO리그 '역대 5번째'"", ""KIA, 안방서 가을야구 '희망歌' 키울까"", '장하온, 생애 첫 시구 현장 비하인드컷 공개…기아타이거즈 승리 요정 등극', 'KIA 상승세 원동력 ""신·구 타선 조화""', '[프로야구전망대] 상위권 만나는 NC·KIA…하위권과 6연전 kt', ""[SC핫포커스]'시즌 3번째 블론세이브' KIA 마무리 문경찬 징크스 생기나? 삼성..."", ""'서울메이트3' 유라, K-타이거즈 태권도장과의 만남..깜짝 태권도 실력 공개"", ""'다이나핏파이어볼러챔피언십' KIA타이거즈 전 투수 임창용 전 ..."", '배우 김희선, 24일 SK-기아전 시구..파파존스 브랜드 데이 진행', 'KIA ‘가을야구’ 불씨 살린다', ""'5강 다크호스 변신' KIA, '박흥식표 리빌딩' 성공예감"", ""8월 18일은 '쌀의 날'…농식품부·KIA 타이거즈 쌀 818㎏ 기부"", 'KIA 5강 불씨 꺼질까? 살아날까? 외인 선발에 달렸다[오!쎈 분석]'}",1
2019.08.13,"{'파파존스 전속모델 김희선, SK-기아전 시구 나서', '[SC현장속보]2달째 승리 없는 두산 이용찬 부활찬가, KIA전 5이닝 1실점 호투', ""[SC현장리뷰]'이용찬 2달 만에 선발승+홈런 2방' 두산 2연승, KIA 2연패"", '[SC현장속보]KIA 김기훈 시즌 3번째 QS 작성, 두산전 6이닝 2실점 호투', 'KBO리그 7월 투타 WAR 1위, KIA 양현종-NC 박민우', 'KIA타이거즈 양현종, 롯데百 광주점 7월 MVP 수상', '‘개인 5연패’ 이용찬, KIA 상대로 57일만에 승리 반등 노린다', '[SC핫포커스]박흥식 KIA 감독대행, 추격조 이준영에게 고마움 표한 이유는?', '통한의 정수빈 런다운 수비, 흐름 내준 KIA [MD포커스]', '[SC핫포커스]기회다 KT. 롯데,삼성,KIA 발판삼아 NC 추격할까', 'KIA 박흥식 대행 ""오늘부터 12G, 5위 향한 마지막 고비""', 'KIA타이거즈 윌랜드 ‘뷰티스 맑은피부과’ 7월 MVP 수상', '4연속 역전승 거두다 역전패 당한 KIA의 5강 도전 [천일평의 야구장 가는 길]', 'KIA 터커, 해즐베이커 넘고 버나디나 그림자도 지운다', 'KIA 루키 김기훈, 두산전 6이닝 2실점에도 패전 위기', '오재일 역전타 & 철벽계투...두산, KIA 5-2 잡고 2연승 [현장 리뷰]', ""'이용찬 4승' 두산, KIA 꺾고 2연승"", ""'5위 경쟁' NC·KT·KIA 공통 목표 승수 쌓기"", '‘벼랑 끝’ KIA 터너, 부활 성공할까', 'KIA 상승세 위해 ""터너 반등 필요해""', 'Kysco ‘이달의 감독상’에 KIA타이거즈 박준표?이우성 선수', ""[SC핫포커스]KIA 5강 싸움의 최대 분수령, '빛고을'서 다시 미쳐야 산다"", '씩씩하게 던진 KIA 김기훈, 1군 복귀 첫 퀄리티스타트 달성', '두산, KIA 꺾고 27일만에 2위 탈환…키움, LG에 끝내기패로 3위 추락(종합)'}",0
2019.08.14,"{'KIA, 15일 SK전서 독립운동가 후손 특별 시구', 'KIA, 8회말 연속 득점', '\'11G만의 승리\' KIA 터너 ""흔들림 없이 던지기 위해 노력 중""', '<서울메이트 3>걸스데이 유라&메이트, K타이거즈 태권댄스 선보여', '[SC현장리뷰]터너 생명연장 호투+이창진 팀 배팅 헌신, KIA 두산에 4대1 낙승', ""'벼랑 끝' KIA 터너의 반등투, 한화 신인 김이환의 첫 선발승"", ""'운명의 12G' KIA, 출발선에서 꼬였다"", 'KIA ""이겼다""', ""[야구전광판] 두산, KIA 잡고 2위 탈환…상위권도 '아직 모른다'"", '[SC핫포커스]140km 초반에 머문 포심 패스트볼, KIA 김기훈의 뚝 떨어진 구속...', '[SC히어로]\'기사회생\' KIA 터너 77일 만에 승리 ""수비수 믿고 던졌다""', 'KIA\xa0터커, 8월 3째주\xa0ADT캡스플레이 선정', '\'2연패 탈출\' KIA 박흥식 대행 ""8회 중심타선 집중력 보였다""', '4·5선발보다 2·3선발이 더 걱정인 KIA [MD포커스]', ""KIA 문경찬 '오늘도 마무리'"", '[SC현장속보]두산 후랭코프 호투와 아쉬움 사이, KIA전 6이닝 2실점', ""[SC핫포커스]잔루 12개, KIA 포기하지 않은 5강 가려면 '찬스 메이킹'이 필요..."", '[엠스플 이슈] ‘계륵’ 된 터너, KIA의 과감한 선매·선검증 필요하다', 'KIA 키스코 ‘이달의 감독상’에 박준표·이우성'}",1
2019.08.15,"{'빛바랜 KIA 추격전, 선발만 제 역할 해줬더라면 [MD포커스]', '[SC현장속보]SK 소사 8경기째 QS, KIA전 5볼넷에도 6⅔이닝 3자책점', '[SC핫이슈]설렘 폭발! 물 오른 대투수 KIA 양현종-SK 김광현 맞대결, 4년 만에...', '강팀 SK! 약팀 KIA! 극명한 차이 보여준 장면들 [오!쎈 승부처]', ""[SC핫포커스]'최후통첩'마다 정신차리는 KIA 터너, 이제 수비수 믿는 법 배웠..."", 'KIA 김선빈, 1000경기 출장 기념해 팬들에게 음료 1000잔 선물', 'KIA타이거즈 김선빈, 1000경기 출장 맞아 팬들에게 음료 1000잔 선물', ""'노수광 3타점+소사 7승' SK, KIA 추격 뿌리치고 2연승"", ""[SC현장속보]상승세 꺾인 KIA 임기영 4회 '와르르', SK전 4이닝 5실점 부진"", ""'3연속 적시타' KIA 임기영, SK전 4이닝 5실점 강판"", ""[SC현장속보]'불방망이' KIA 유민상 선제 솔로포, 338일 만에 홈런 신고"", ""SK 소사, KIA 상대 6⅔이닝 7K 3자책 '7연승 요건'"", '‘특급인연’ 유라와 메이트들의 첫 방문지는 K타이거즈의 태권도장이다.', 'KIA 박흥식 대행 ""터너, 일희일비 없이 안고 가겠다""', '승패 가른 터커 베이스러닝, 박흥식 대행 ""KIA에 필요한 플레이""', '기아타이거즈 류세미 치어리더, 힐링하게 만드는 요정 비주얼', ""'소사 7승·노수광 3타점' SK, 갈 길 바쁜 KIA에 일격"", 'SK, 9회말 2사부터 1점차 추격한 KIA에 ‘진땀승’', '기아타이거즈 문경찬 선수, 대한적십자사 홍보대사 위촉', '[SC인&아웃]KIA 이우성 트레이드 이후 첫 말소, 오른손 타자 문선재 1군 콜업', ""'소사 7승' SK, KIA에 진땀승···'나종덕 쐐기포' 롯데, 한화 완파(종합)""}",0
2019.08.16,"{'KIA, SK에 9회말 끝내기 승리…전날 패배 설욕', 'KIA ""이겼다""', '류중일 감독 ""정우영 다음주 KIA전서 1군 복귀, 불펜 더 강해질 것""', '승리 하이파이브 KIA', ""[견제구] '2년 부진' KIA 임기영, 선발로는 어렵다?"", ""'철벽 마운드' KIA, SK에 1-0 끝내기 승리"", '12인조 혼성그룹 K타이거즈제로, 내달 데뷔', ""[정오의 프리뷰] '상대전적 6승1무6패' SK-KIA, 산체스-양현종 격돌"", 'SK 와이번스 어웨이승, KIA 타이거즈 제압...'}",1
2019.08.17,"{'""득점 활로 만들어달라"" KIA 터커, 첫 리드오프 출전 [오!쎈 현장]', '‘피안타 최저…볼넷 획득 1위’ KIA 5강 싸움의 힘…7할 승률 필요', 'kt, KIA와 연장 혈투 끝 3연승 행진', 'kt, KIA 허술한 계투작전 틈타 연장 10회 결승점(종합)', ""'김민혁 연장 결승타' KT, KIA 꺾고 3연승 질주"", '김민혁 역전타 & 이대은 구원승...KT, KIA 꺾고 3연승 질주 [현장 리뷰]', '터너 이어 윌랜드도 각성, KIA 선발진 정상화 모드 [오!쎈 현장]'}",0
2019.08.18,"{'KIA 최원준 후반기 첫 1군 콜업...1번 우익수 선발출전[현장 SNS]', '[프로야구] KT 강백호, KIA전 오른손 통증으로 2회말 교체', 'KIA, 김선빈 1000경기·최형우 300홈런 기념 시상식', 'KIA타이거즈 최형우 선수, 300홈런 달성 시상식', '[SC현장속보]KIA 김기훈 평균 137km로 낮췄는데도 볼넷만 7개. 잡히지 않은 제...', ""'알칸타라 역투' KT, KIA에 2-1 승리…4연승 행진"", '[SC현장비하인드]이강철 감독이 밝힌 기민했던 KIA전 투수 교체 이유', '[SC현장리뷰]KT 끝내 1점차 지켰다. KIA에 2대1 승리로 4연승', '[SC현장인&아웃]KIA 최원준 1번 배치. 알칸타라에 강해서', 'KIA 김선빈, 1000경기 출장 기념으로 음료 1000잔 쏜다', '이재욱 농식품부 차관, 기아 홈구장 ‘쌀의 날’ 행사 참석', '[SC히어로]KT 알칸타라 KIA 제물로 11승째. 이제 KT 최다승 투수 도전', 'KIA 외국인선수 3인방 운명 갈리나, 내년엔 과연?', '김재희 광남일보 문화체육재단 이사장, KIA 승리기원 시구'}",1
2019.08.19,"{'(8월18일 KBO리포트) KIA 1 : 2 KT경기종료..', ""기아타이거즈구장에서 '제5회 쌀의 날' 기념행사"", '가을야구 멀어진 KIA… 이번주 실낱 희망 살릴까', '[단독] 기아 타이거즈, 2차지명 1라운드 야탑고 유격수 박민으로 결정', '‘극약 4팀 추락…5위 양강구조’ KIA·삼성 7할…한화·롯데 9할 필요', 'KIA, KT전 연패로 가을 야구 진출 가능성 하락', '[내야외야] KIA 김선빈, 1000경기 출장 시상식…KBO리그 역대 151번째', ""[SC핫포커스]'팬 서비스' 논란 이제 그만! KIA 김선빈은 '팬 퍼스터'로 다시 ..."", ""'두 경기 연속 부진' LG 윌슨..KIA 상대로 반등할까""}",0
2019.08.20,"{'경기 종료 후 덕아웃에 모인 KIA 타이거즈', 'LG트윈스, 21일 KIA전서 女야구대표팀 시구', '[포토]KIA전 대승 LG, 이 분위기 쭉~', 'LG `KIA 상대로 15-3 대승` [MK포토]', ""'윌슨 11승+15득점 폭발' LG, KIA에 대승"", '[포토]목이 타는 KIA 벤치', ""'윌슨 복귀 후 첫 승+타선 대폭발' LG, KIA에 15-3 대승"", '[사진]LG전 대패에 고개숙인 KIA', '[포토]KIA, 경기 후 미팅', ""'복귀 후 첫승+KIA에 설욕' 윌슨이 잡은 두 마리 토끼"", '[포토] LG-KIA전 지켜보는 홍서범-조갑경 부부'}",0
2019.08.21,"{'[포토] KIA 이창진, 선제 2점포 쾅!', ""멀어진 '가을야구', 올 시즌 KIA에는 결국 '신기루'였나"", '[포토] 패배가 아쉬운 KIA 타이거즈', 'LG, KIA 4연패 몰며 3연승…SK는 롯데전 12연승 질주(종합)', 'KIA 더그아웃, 역전이다 [경향포토]', ""[SC현장속보]'사이드암스로' KIA 임기영, LG전 4⅔이닝 3실점 아쉬움"", '[사진]KIA, 아쉬운 역전패', '기아 선발 임기영', '[포토] 마운드 내려가는 KIA 임기영', ""'김민성·페게로 맹타' LG, KIA 6대4로 꺾고 3연승 질주"", 'KIA 외국인 투수 부진, 현장탓만 할 수 없다', '키움, 22일 KIA전서 서민금융진흥원 스폰서데이 실시'}",0
2019.08.22,"{'KIA·키움, 연장 12회 접전 끝에 무승부… 송성문 9회 동점 스리런포', 'KIA 타이거즈 `5-0에서 5-5, 아쉬운 무승부` [MK포토]', ""KIA 불펜, 9회 5실점 '와르르'…빛바랜 양현종의 호투"", ""'김대현 활약' LG, KIA 6-4 역전승…3연승 신바람"", '[포토]8회까지 무실점 양현종, 환호하는 기아팬데 꾸벅', ""'불펜 참사' KIA, 5강 마지막 불씨 스스로 껐다"", '5점차 못 지킨 KIA, 키움과 무승부···NC, LG 꺾고 4연승 휘파람(종합)', '키움, 23일 KIA전 ‘사람인 스폰서데이’ 실시', '[포토] KIA, 아쉬운 무승부!', '[포토]12회말 연장승부 무승부로 끝난 기아-키움경기', '기아전 선발 나선 사이드암 신재영[포토]', ""'성공률 .861' 7년 만에 타이거즈 도루왕? 박찬호, 대도 계보 잇는다"", '박흥식 KIA 감독대행 ""이민우, 다음 주말에 선발 기회""'}",0
2019.08.23,"{""키움, 23일 KIA전 '사람인 스폰서데이' 실시"", '[영상] 키움-기아, 모두 하나 돼 즐긴 야구의 날', '‘롯데, 5할승률 트래직넘버 소멸’ 한화 ‘1’…KIA·삼성 ‘7’', ""[SC핫포커스]코칭스태프의 '슈퍼 에이스' 양현종 특급관리, KIA 팬은 아쉬움 ..."", '[포토] 키움, 요키시 10승으로 KIA에 6-0 승리', '수퍼베어즈·레전드·타이거즈 선두권 각축', 'KIA 타이거즈 `0-6 완패로 5연패` [MK포토]', ""'요키시 10승·김하성 결승타' 키움, KIA 꺾고 2연승 질주"", '[SC인&아웃]KIA 유민상 프로 데뷔 첫 1군 4번 타자, 박흥식 대행 ""주전 손색 ...', '[SC현장속보]반전은 없었다! KIA 윌랜드 키움전 6이닝 4실점 부진', '""이기는 법 잊었나"" 5연패 KIA, 시련의 가을 [오!쎈 현장]', ""[SC현장속보]키움 요키시 '에이스 본능' 깨웠다, KIA전 8이닝 무실점 쾌투"", '기아 키움, 프로야구 기아 양현종 8이닝 무실점 ""아깝다""', '기아전 선발 나선 사이드암 신재영[포토]', '‘파파존스 전속모델’ 김희선, SK-기아전 시구', ""KIA 유민상, 생애 첫 4번타자...'피로호소' 최형우 대타 대기 [현장 SNS]""}",0
2019.08.24,"{'[포토] KIA 선발 김기훈, 당찬 피칭!', '[포토] 6연패 수렁에 빠진 KIA', '6회에 등판한 KIA 임기준 [MK포토]', ""'문승원 9승' SK, KIA 꺾고 5연승…KIA 6연패 수렁"", 'LG, KT전 9연승 휘파람···KIA 6연패·롯데 7연패 수렁', '5회에 등판한 KIA 박준표 [MK포토]', ""'엘지트윈스' 타이거즈와 홈경기에서 승리 기원 시구 행사를 진행했다""}",0
2019.08.25,"{'`6연패 탈출` KIA `비로소 웃다` [MK포토]', 'KIA 6연패 탈출…박흥식 대행 “타자들, 책임감 있게 쳐줬다”', '프로야구, KIA 타이거즈 6연패, SK, 두산, NC 승...프로야구 순위', '두산 린드블럼, 시즌 20승…KIA, SK 꺾고 6연패 탈출(종합2보)', '병살 3개씩 주고받은 문학최종전, KIA가 웃었다', '[SC현장속보]SK 에이스 김광현, KIA전 6이닝 3실점 QS에도 5연승 실패', ""[SC현장리뷰]터너 6승+터커 결승 솔로포, '6연패 탈출' KIA SK에 4대2 승리"", '[포토]기아-SK전 시구나선 카허카젬 한국지엠 사장', 'KIA, SK선발 김광현 맞아 유민상 선발 제외…황윤호 출전', ""기아 문경찬 '2점을 지켜라!'[포토]"", '구단 SV 신기록 세운 하재훈, 25일 KIA전은 휴식', '[포토]기아전 1회초 2실점한 김광현', '‘터너’ 호투+‘터커’ 홈런…KIA, 6연패 탈출 ‘SK 상대전적’서 앞섰다', 'KIA 터커, 김광현 상대 7호포 가동...3-2로 역전'}",1
2019.08.26,"{'정회열 아들 정해영, 기아타이거즈 1차 지명 ""효도 많이 하겠다""', '2020 시즌 KBO 드래프트 지명된 KIA 신인', '[주간전망]가을야구 멀어진 KIA, 변화 바람 분다', 'KIA, 이례적인 1R~2R 유격수 지명에 담긴 현실 [신인드래프트]', '[포토]기아전 선발역투 펼치는 SK 김광현', '정해영 광주일고 , 프로야구 기아 타이거즈 1차 지명...아버지 정회열 코치', 'KIA 박찬호가 전하는 첫 풀타임의 느낌, 그리고 깨달음', '2020 프로야구 신인드래프트, KIA 타이거즈 박민, 삼성 허윤동', '‘NC-KT 2연전, 5강 결정전?’ KIA·삼성 탈락 확정 임박', ""'이승엽' 위원은 KIA의 사이드암 투수 임기영을 만났다"", 'KIA 1차 지명 정해영 ""선동열 감독님을 닮고 싶다…멋있어서""', ""[풀카운트] '오뚝이 마무리' 문경찬, 7위 KIA의 최대 수확"", '‘공격적 피칭’에 각성…KIA 터너가 달라졌어요 [현장인터뷰]', ""풀타임·100안타·도루왕... KIA 박찬호의 '꿈 같은' 시즌 [★인터뷰]"", 'KIA 타이거즈에 지명된 신인 선수들', ""[사진]조계현 단장, '정해영, KIA 모자 잘 어울리네'"", 'SK-KIA, 7년째 못넘은 5할승률...근심 아니지만 숙제는 남겼다', '[포토]광주일고 정해영, KIA 타이거즈의 품으로', '린드블런 20승 고지…롯데·KIA 나란히 연패 탈출(종합)'}",1
2019.08.27,"{'KIA 타이거즈, 가을야구 멀어져', '[SC핫포커스]KIA, \'예비 FA\' 안치홍-김선빈 잔류에 최선 다한다…""계약 불발 ...', 'KIA, 9회에 또 와르르…삼성전 1-10 패배', ""유라, 전주서 K팝 플래시몹 도전… K타이거즈 깜짝 등장에 '환호'"", 'KIA 고장혁, 2년 만에 1군 복귀 ""오늘은 백업, 나중엔 선발"" [현장SNS]', ""[사진]KIA,'비 그친뒤 훈련 시작'"", ""[사진]KIA,'9회에만 8실점, 허무한 패배'"", ""KIA, 리빌딩 시작? '방향부터 설정할 때'"", ""[SC핫포커스]7년째 안밀렸다! KIA, 2019년 '극강' SK에 천적 입증 '유일한 위..."", ""[사진]KIA 치어리더,'아찔하게'"", ""[사진]KIA-삼성전,'우천으로 경기개시 지연'"", '[SC현장속보]광주 KIA vs 삼성전, 경기 직전 내린 비로 지연개시', 'KIA 이민우, 삼성전 6이닝 2실점 호투에도 패전 위기', ""'9회 8득점 빅이닝' 삼성, 광주 원정서 KIA 10대1 제압"", '[SC현장리뷰]윤성환 8승+박계범 3타점, 삼성 KIA 꺾고 7승7패 균형', '내야보강 집중 KIA가 그리는 미래', 'KIA 타이거즈 “2020 신인 드래프트 즉시 전력감 내야수에 집중, 만족스럽다”', ""[SC인&아웃]이원석, '정강이 타박상' 털고 KIA전 선발 출전"", '윤성환 8승 & 9회 8득점...삼성, KIA 10-1 제압 [현장 리뷰]'}",0
2019.08.28,"{'KIA 양현종, KBO리그 역대 5번째로 1천500탈삼진', '[SC스타]1500탈삼진 양현종의 감회 ""언젠가 타이거즈 역사에 이름올릴 수 있을...', '[스포츠타임 톡] \'1500K\' 양현종 ""선배들 따라가면, 타이거즈 역사에 남지 않...', '승리 챙긴 KIA', '‘대패 설욕’ KIA, 삼성에 5-1 승리', '[스포츠타임 시선] 김주찬·김선빈 연이어 등장…성공한 KIA 베테랑 대타 작전', 'KIA 터커의 몸을 날리는 수비', 'KIA 양현종 ""밸런스 안좋았는데…"" 시즌 14승', ""[SC현장리포트]KIA-삼성의 '명가재건' 꿈, 프로야구 미래가 달렸다"", '삼성, KIA에 1대5 역전패', 'KIA, 내야부터 리빌딩 착수… 라인업 확 바꿨다', 'KIA 역전', '원태인, KIA전 6이닝 4실점...구위 회복 반등 희망', '[SC인&아웃]KIA 본격 리빌딩 체제 가동...김주찬 안치홍 김선빈 선발제외', '[SC현장리뷰]양현종 14승+유민상 동점포, KIA 삼성 꺾고 안방 3연패 탈출', 'KIA 마무리 문경찬 역투', 'KIA·삼성의 경쟁…8위가 7위보다 훨씬 행복한 이유', ""이민우의 재발견, '재편' 앞둔 KIA 토종 선발 마운드 희망될까"", ""삼성에 무너진 KIA, 키움전 이어 되살아난 '9회 참사' 악몽""}",1
2019.08.29,"{'[사진]역투하는 KIA 선발 윌랜드', 'KIA 예비역 고장혁 ""찬호 성장, 자극 많이 된다""', ""[사진]3안타 모창민,'KIA 상대로 맹타'"", '정해영, KIA 입단 소감 ""영광으로 생각...아버지께 효도 하겠다""', '양현종 ""타이거즈 역사에 남는 선수 되겠다""', ""[사진]NC,'KIA 9회 추격 뿌리치며 4-3 진땀승'"", 'KIA 투수조 최고참 양현종 ""이강철 선배 길 걷겠다""', ""'모창민 3안타' NC, KIA에 진땀승"", '양현종, 14승 기아 타이거즈 삼성에 5-1 승...프로야구 순위 경쟁', 'KIA 양현종, 통산 5번째로 1500탈삼진 고지…6년 연속 100탈삼진 이상', ""[SC현장속보]KIA 윌랜드 반전 실패, NC전 6이닝 4실점 '시즌 9패 위기'"", 'NC, KIA에 한 점 차로 승리하며 5위 수성', 'KIA, KBO 신인 드래프트 10명 지명 ""계획대로 좋은 선수 뽑아 만족""', ""[SC현장속보]NC 프리드릭 '통한의 패배' 복수혈전, KIA전 6이닝 2실점 QS"", 'KIA, 잔여 경기 일정 확정', '[사진]이명기 타구 놓치며 선취점 허용하는 KIA 박찬호'}",0
2019.08.30,"{'기아타이거즈 김선빈 선수, 아동 초청 경기 관람 행사 가져', '박흥식 KIA 감독대행 ""이민우, 선발 자원으로 준비하고 있었다""', '‘기아타이거즈’ 건실한 유격수 수비력까지 갖추고 있다', ""[SC핫피플]'2차 1라운더' KIA 루키 홍원빈 시즌 첫 실전등판서 뭇매, 상무전 ..."", '[SC현장속보]NC 이재학 올 시즌 최소이닝 소화, KIA전 3⅓이닝 5실점 부진', ""'기아타이거즈' 지명회의에서 KIA는 1라운드 1순위로 박민을 지명했다"", ""'황윤호 4안타' KIA, 갈 길 바쁜 NC에 8-2 완승"", ""삼성 라이온즈 완승, 7위 KIA와 경기 차 無 '윤성환 8승'"", ""'김기훈 3승+최형우 3타점' KIA, NC에 전날 패배 설욕"", '삼성 이원석, 왼쪽 정강이 부상 딛고 선발 출전…KIA 상대로 10대 1 승리', '해남군, KIA야구장 찾아 ‘명량대첩축제’ 성공 기원', '해남군, KIA야구장 찾아‘명량대첩축제’성공 기원', ""해남군, KIA야구장 찾아 '명량대첩축제' 성공 기원"", '[SC현장속보]KIA 베테랑 김주찬 시즌 3호 홈런 작렬, 8월에만 2개째 아치', '[SC인&아웃]NC 돌격대장 박민우 3일 만에 부상 컴백, KIA전 1번 겸 2루수 선발...'}",0
2019.08.31,"{'‘기아타이거즈’ KIA는 1라운드 1순위로 박민을 지명했다', ""'이원석' 열린 KIA 타이거즈와의 시즌 14차전에 선발 출전했다"", ""'터너 시즌 7승+터커 역전 투런포' KIA, 롯데 꺾고 2연승 질주"", ""'기아타이거즈' 탁월하면서도 건실한 유격수 수비력까지 갖추고 있다"", 'KIA 양현종, 개인통산 1500 탈삼진 기록 달성…역대 5번째', '‘터너 QS+·터커 결승포’ KIA, 롯데 3연패 빠뜨려', ""'터너 7승' KIA, 롯데 꺾고 2연승""}",1
